1	Binance	BTC/USDT	$257,645,000	$0.999088	8.86%
2	OKEx	EOS/USDT	$221,552,000	$0.998113	7.62%
3	OKEx	BTC/USDT	$218,718,000	$0.999495	7.53%
4	Huobi	EOS/USDT	$214,511,000	$0.999360	7.38%
5	Huobi	BTC/USDT	$157,291,000	$0.999550	5.41%
6	OKEx	ETH/USDT	$135,275,000	$1.00	4.65%
7	Huobi	ETH/USDT	$95,616,300	$1.00	3.29%
8	Binance	ETH/USDT	$93,109,600	$1.00	3.20%
9	Binance	EOS/USDT	$71,805,300	$0.998400	2.47%
10	OKEx	BCH/USDT	$71,304,300	$1.00	2.45%
